Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc, class
0.41, 0.52, 0.53, 0.41, 0.5, 0.0, 0.39, 0.33, -1
0.44, 0.44, 0.67, 0.35, 0.5, 0.0, 0.48, 0.26, -1
0.56, 0.5, 0.61, 0.49, 0.5, 0.0, 0.46, 0.28, -1
0.62, 0.59, 0.54, 0.47, 0.5, 0.0, 0.46, 0.22, -1
0.65, 0.53, 0.55, 0.52, 0.5, 0.0, 0.47, 0.27, -1
0.38, 0.54, 0.54, 0.41, 0.5, 0.0, 0.51, 0.22, -1
0.54, 0.64, 0.5, 0.13, 0.5, 0.0, 0.49, 0.22, -1
0.51, 0.56, 0.51, 0.42, 0.5, 0.0, 0.53, 0.36, -1
0.46, 0.46, 0.56, 0.12, 0.5, 0.0, 0.55, 0.22, -1
0.53, 0.61, 0.51, 0.49, 0.5, 0.0, 0.54, 0.27, -1
0.5, 0.32, 0.49, 0.49, 0.5, 0.0, 0.48, 0.32, -1
0.56, 0.68, 0.52, 0.39, 0.5, 0.0, 0.36, 0.22, -1
0.26, 0.28, 0.6, 0.2, 0.5, 0.0, 0.54, 0.31, -1
0.59, 0.45, 0.58, 0.21, 0.5, 0.0, 0.49, 0.22, -1
0.48, 0.52, 0.49, 0.35, 0.5, 0.5, 0.51, 0.22, -1
0.47, 0.56, 0.46, 0.5, 0.5, 0.0, 0.51, 0.22, -1
0.57, 0.51, 0.34, 0.13, 0.5, 0.0, 0.53, 0.27, -1
0.28, 0.18, 0.72, 0.26, 0.5, 0.0, 0.49, 0.25, -1
0.66, 0.37, 0.6, 0.25, 0.5, 0.0, 0.69, 0.22, -1
0.45, 0.39, 0.46, 0.29, 0.5, 0.0, 0.42, 0.22, -1
0.46, 0.62, 0.46, 0.54, 0.5, 0.0, 0.51, 0.27, -1
0.39, 0.58, 0.47, 0.18, 0.5, 0.0, 0.48, 0.22, -1
0.59, 0.6, 0.49, 0.43, 0.5, 0.0, 0.53, 0.31, -1
0.42, 0.31, 0.62, 0.12, 0.5, 0.0, 0.4, 0.22, -1
0.57, 0.61, 0.55, 0.67, 0.5, 0.0, 0.48, 0.22, -1
0.53, 0.42, 0.58, 0.29, 0.5, 0.0, 0.5, 0.22, -1
0.5, 0.56, 0.49, 0.61, 0.5, 0.0, 0.5, 0.22, -1
0.37, 0.51, 0.57, 0.4, 0.5, 0.0, 0.48, 0.27, -1
0.75, 0.67, 0.51, 0.29, 0.5, 0.0, 0.52, 0.36, -1
0.23, 0.37, 0.32, 0.13, 0.5, 0.0, 0.53, 0.22, -1
0.36, 0.58, 0.35, 0.24, 0.5, 0.0, 0.44, 0.22, -1
0.44, 0.59, 0.36, 0.16, 0.5, 0.0, 0.52, 0.22, -1
0.39, 0.58, 0.5, 0.26, 0.5, 0.0, 0.54, 0.59, -1
0.26, 0.5, 0.33, 0.28, 0.5, 0.0, 0.51, 0.22, -1
0.39, 0.42, 0.38, 0.4, 0.5, 0.0, 0.49, 0.47, -1
0.36, 0.37, 0.33, 0.14, 0.5, 0.0, 0.57, 0.31, -1
0.55, 0.42, 0.34, 0.3, 0.5, 0.0, 0.52, 0.22, -1
0.37, 0.62, 0.34, 0.25, 0.5, 0.0, 0.51, 0.22, -1
0.4, 0.51, 0.42, 0.13, 0.5, 0.0, 0.45, 0.25, -1
0.47, 0.43, 0.35, 0.32, 0.5, 0.0, 0.54, 0.22, -1
0.46, 0.14, 0.36, 0.21, 0.5, 0.0, 0.5, 0.25, -1
0.39, 0.37, 0.33, 0.23, 0.5, 0.0, 0.53, 0.26, -1
0.39, 0.37, 0.33, 0.23, 0.5, 0.0, 0.52, 0.26, -1
0.44, 0.41, 0.29, 0.21, 0.5, 0.0, 0.49, 0.22, -1
0.48, 0.49, 0.45, 0.23, 0.5, 0.0, 0.51, 0.22, -1
0.53, 0.51, 0.36, 0.13, 0.5, 0.0, 0.52, 0.22, -1
0.38, 0.45, 0.37, 0.19, 0.5, 0.0, 0.52, 0.3, -1
0.27, 0.56, 0.3, 0.14, 0.5, 0.0, 0.52, 0.39, -1
0.57, 0.5, 0.4, 0.08, 0.5, 0.0, 0.47, 0.22, -1
0.51, 0.51, 0.32, 0.27, 0.5, 0.0, 0.54, 0.22, -1
0.38, 0.42, 0.31, 0.35, 0.5, 0.0, 0.52, 0.22, -1
0.46, 0.48, 0.38, 0.22, 0.5, 0.0, 0.39, 0.45, -1
0.25, 0.35, 0.22, 0.18, 0.5, 0.0, 0.46, 0.22, -1
0.32, 0.36, 0.28, 0.38, 0.5, 0.0, 0.5, 0.4, -1
0.31, 0.51, 0.38, 0.18, 0.5, 0.0, 0.46, 0.31, -1
0.26, 0.3, 0.37, 0.15, 0.5, 0.0, 0.53, 0.25, -1
0.61, 0.76, 0.3, 0.16, 0.5, 0.0, 0.45, 0.41, -1
0.29, 0.43, 0.4, 0.15, 0.5, 0.0, 0.53, 0.22, -1
0.38, 0.67, 0.33, 0.17, 0.5, 0.0, 0.51, 0.22, -1
0.29, 0.26, 0.43, 0.17, 0.5, 0.0, 0.55, 0.3, -1
0.8, 0.63, 0.45, 0.29, 0.5, 0.0, 0.51, 0.22, -1
0.77, 0.87, 0.47, 0.37, 0.5, 0.0, 0.48, 0.22, -1
0.87, 0.83, 0.57, 0.36, 0.5, 0.0, 0.36, 0.22, -1
0.74, 0.74, 0.51, 0.27, 0.5, 0.0, 0.5, 0.22, -1
0.77, 0.78, 0.51, 0.28, 0.5, 0.0, 0.33, 0.22, -1
0.77, 0.73, 0.49, 0.46, 0.5, 0.0, 0.38, 0.22, -1
0.75, 0.76, 0.58, 0.22, 0.5, 0.0, 0.49, 0.22, -1
0.37, 0.36, 0.56, 0.18, 0.5, 0.0, 0.48, 0.26, -1
0.4, 0.39, 0.33, 0.17, 0.5, 0.0, 0.51, 0.31, -1
0.4, 0.36, 0.32, 0.16, 0.5, 0.0, 0.51, 0.27, -1
0.86, 0.68, 0.39, 0.24, 0.5, 0.0, 0.54, 0.22, 1
0.54, 0.42, 0.41, 0.16, 0.5, 0.0, 0.52, 0.22, 1
0.71, 0.56, 0.39, 0.27, 0.5, 0.0, 0.52, 0.22, 1
0.68, 0.5, 0.43, 0.27, 0.5, 0.0, 0.61, 0.22, 1
0.83, 0.57, 0.42, 0.57, 0.5, 0.0, 0.5, 0.32, 1
0.43, 0.38, 0.38, 0.12, 0.5, 0.0, 0.5, 0.22, 1
0.7, 0.57, 0.34, 0.19, 0.5, 0.0, 0.53, 0.27, 1
0.8, 0.69, 0.53, 0.33, 0.5, 0.0, 0.51, 0.22, 1
0.69, 0.57, 0.39, 0.19, 0.5, 0.0, 0.48, 0.39, 1
0.78, 0.48, 0.47, 0.3, 0.5, 0.0, 0.53, 0.47, 1
0.67, 0.57, 0.36, 0.19, 0.5, 0.0, 0.56, 0.22, 1
