@relation yeast
@attribute mcg real [-5.211, -0.941]
@attribute gvh real [-1.274, 5.074]
@attribute alm real [-2.487, 1.431]
@attribute mit real [-1.409, 2.377]
@attribute erl real [-2.127, 1.831]
@attribute pox real [-0.836, 2.327]
@attribute vac real [-1.537, 1.403]
@attribute nuc real [-1.293, 2.039]
@attribute Class {1, -1}
@inputs mcg, gvh, alm, mit, erl, pox, vac, nuc
@outputs Class
@data
0.57, 0.61, 0.55, 0.27, 0.5, 0.0, 0.44, 0.21, -1
0.54, 0.64, 0.5, 0.13, 0.5, 0.0, 0.49, 0.22, -1
0.63, 0.6, 0.5, 0.27, 0.5, 0.0, 0.55, 0.22, -1
0.58, 0.57, 0.54, 0.69, 0.5, 0.0, 0.54, 0.22, -1
0.46, 0.46, 0.56, 0.12, 0.5, 0.0, 0.55, 0.22, -1
0.41, 0.49, 0.58, 0.22, 0.5, 0.0, 0.52, 0.22, -1
0.45, 0.58, 0.59, 0.44, 0.5, 0.0, 0.56, 0.22, -1
0.26, 0.28, 0.6, 0.2, 0.5, 0.0, 0.54, 0.31, -1
0.59, 0.58, 0.47, 0.61, 0.5, 0.0, 0.44, 0.3, -1
0.59, 0.61, 0.51, 0.62, 0.5, 0.0, 0.51, 0.38, -1
0.52, 0.54, 0.47, 0.49, 0.5, 0.0, 0.54, 0.22, -1
0.54, 0.64, 0.4, 0.56, 0.5, 0.0, 0.51, 0.22, -1
0.47, 0.52, 0.54, 0.25, 0.5, 0.0, 0.54, 0.29, -1
0.47, 0.56, 0.53, 0.44, 0.5, 0.0, 0.53, 0.22, -1
0.45, 0.39, 0.46, 0.29, 0.5, 0.0, 0.42, 0.22, -1
0.51, 0.59, 0.46, 0.13, 0.5, 0.0, 0.48, 0.22, -1
0.5, 0.61, 0.44, 0.2, 0.5, 0.0, 0.49, 0.22, -1
0.72, 0.61, 0.45, 0.3, 0.5, 0.0, 0.54, 0.25, -1
0.57, 0.61, 0.55, 0.67, 0.5, 0.0, 0.48, 0.22, -1
0.6, 0.51, 0.52, 0.45, 0.5, 0.0, 0.5, 0.27, -1
0.37, 0.51, 0.57, 0.4, 0.5, 0.0, 0.48, 0.27, -1
0.42, 0.65, 0.58, 0.34, 0.5, 0.0, 0.5, 0.22, -1
0.78, 0.7, 0.32, 0.23, 0.5, 0.0, 0.53, 0.22, -1
0.7, 0.73, 0.38, 0.36, 0.5, 0.0, 0.54, 0.22, -1
0.74, 0.89, 0.32, 0.24, 0.5, 0.0, 0.54, 0.32, -1
0.88, 0.72, 0.32, 0.3, 0.5, 0.0, 0.52, 0.33, -1
0.77, 0.7, 0.37, 0.12, 0.5, 0.0, 0.49, 0.26, -1
0.73, 0.83, 0.43, 0.3, 0.5, 0.0, 0.55, 0.22, -1
0.83, 0.94, 0.32, 0.21, 0.5, 0.0, 0.51, 0.22, -1
0.42, 0.24, 0.34, 0.16, 0.5, 0.0, 0.5, 0.22, -1
0.35, 0.45, 0.43, 0.11, 0.5, 0.0, 0.56, 0.22, -1
0.42, 0.42, 0.42, 0.2, 0.5, 0.0, 0.49, 0.22, -1
0.26, 0.5, 0.33, 0.28, 0.5, 0.0, 0.51, 0.22, -1
0.55, 0.42, 0.34, 0.3, 0.5, 0.0, 0.52, 0.22, -1
0.51, 0.55, 0.35, 0.16, 0.5, 0.0, 0.51, 0.47, -1
0.52, 0.75, 0.37, 0.14, 0.5, 0.0, 0.46, 0.22, -1
0.63, 0.61, 0.41, 0.22, 0.5, 0.0, 0.51, 0.22, -1
0.53, 0.68, 0.42, 0.19, 0.5, 0.0, 0.53, 0.22, -1
0.46, 0.35, 0.33, 0.17, 0.5, 0.0, 0.55, 0.22, -1
0.42, 0.52, 0.4, 0.17, 0.5, 0.0, 0.5, 0.26, -1
0.49, 0.46, 0.34, 0.21, 0.5, 0.0, 0.55, 0.22, -1
0.49, 0.31, 0.34, 0.13, 0.5, 0.0, 0.52, 0.22, -1
0.48, 0.46, 0.38, 0.29, 0.5, 0.0, 0.53, 0.22, -1
0.34, 0.4, 0.3, 0.23, 0.5, 0.0, 0.51, 0.22, -1
0.49, 0.41, 0.32, 0.21, 0.5, 0.0, 0.5, 0.32, -1
0.4, 0.51, 0.42, 0.13, 0.5, 0.0, 0.45, 0.25, -1
0.42, 0.51, 0.39, 0.22, 0.5, 0.0, 0.49, 0.26, -1
0.49, 0.6, 0.3, 0.34, 0.5, 0.0, 0.5, 0.43, -1
0.45, 0.57, 0.38, 0.28, 0.5, 0.0, 0.53, 0.31, -1
0.46, 0.41, 0.43, 0.18, 0.5, 0.0, 0.54, 0.22, -1
0.47, 0.41, 0.46, 0.18, 0.5, 0.0, 0.53, 0.22, -1
0.54, 0.44, 0.38, 0.22, 0.5, 0.0, 0.54, 0.3, -1
0.3, 0.68, 0.41, 0.17, 0.5, 0.0, 0.51, 0.22, -1
0.38, 0.56, 0.38, 0.16, 0.5, 0.0, 0.53, 0.22, -1
0.61, 0.76, 0.3, 0.16, 0.5, 0.0, 0.45, 0.41, -1
0.2, 0.6, 0.5, 0.29, 0.5, 0.0, 0.51, 0.22, -1
0.49, 0.56, 0.37, 0.2, 0.5, 0.0, 0.53, 0.22, -1
0.36, 0.49, 0.3, 0.22, 0.5, 0.0, 0.52, 0.31, -1
0.51, 0.63, 0.3, 0.35, 0.5, 0.0, 0.53, 0.27, -1
0.48, 0.43, 0.45, 0.17, 0.5, 0.0, 0.48, 0.37, -1
0.46, 0.61, 0.38, 0.35, 0.5, 0.0, 0.49, 0.22, -1
0.77, 0.8, 0.51, 0.4, 1.0, 0.0, 0.54, 0.22, -1
0.37, 0.36, 0.56, 0.18, 0.5, 0.0, 0.48, 0.26, 1
0.7, 0.65, 0.54, 0.28, 0.5, 0.0, 0.6, 0.4, 1
0.58, 0.43, 0.32, 0.11, 0.5, 0.0, 0.49, 0.22, 1
0.64, 0.61, 0.56, 0.15, 0.5, 0.0, 0.54, 0.22, 1
0.57, 0.47, 0.48, 0.17, 0.5, 0.0, 0.52, 0.26, 1
0.45, 0.41, 0.5, 0.46, 0.5, 0.5, 0.5, 0.27, 1
0.46, 0.48, 0.44, 0.21, 0.5, 0.0, 0.55, 0.22, 1
0.42, 0.5, 0.53, 0.22, 0.5, 0.83, 0.5, 0.22, 1
0.5, 0.51, 0.57, 0.27, 0.5, 0.0, 0.48, 0.22, 1
0.4, 0.4, 0.43, 0.19, 0.5, 0.83, 0.48, 0.22, 1
