@relation yeast
@attribute mcg real [-5.211, -0.941]
@attribute gvh real [-1.274, 5.074]
@attribute alm real [-2.487, 1.431]
@attribute mit real [-1.409, 2.377]
@attribute erl real [-2.127, 1.831]
@attribute pox real [-0.836, 2.327]
@attribute vac real [-1.537, 1.403]
@attribute nuc real [-1.293, 2.039]
@attribute Class {1, -1}
@inputs mcg, gvh, alm, mit, erl, pox, vac, nuc
@outputs Class
@data
0.51, 0.61, 0.5, 0.23, 0.5, 0.0, 0.52, 0.61, -1
0.54, 0.53, 0.53, 0.17, 0.5, 0.0, 0.51, 0.39, -1
0.58, 0.31, 0.6, 0.12, 0.5, 0.0, 0.47, 0.33, -1
0.45, 0.66, 0.39, 0.11, 0.5, 0.0, 0.54, 0.22, -1
0.46, 0.41, 0.58, 0.1, 0.5, 0.0, 0.48, 0.22, -1
0.47, 0.53, 0.48, 0.51, 0.5, 0.0, 0.54, 0.22, -1
0.45, 0.49, 0.57, 0.25, 0.5, 0.0, 0.48, 0.22, -1
0.56, 0.51, 0.32, 0.49, 0.5, 0.0, 0.48, 0.22, -1
0.57, 0.37, 0.43, 0.27, 0.5, 0.0, 0.53, 0.28, -1
0.48, 0.45, 0.63, 0.19, 0.5, 0.0, 0.58, 0.22, -1
0.46, 0.53, 0.47, 0.37, 0.5, 0.0, 0.51, 0.36, -1
0.38, 0.38, 0.54, 0.24, 0.5, 0.0, 0.54, 0.22, -1
0.46, 0.35, 0.69, 0.18, 0.5, 0.0, 0.3, 0.25, -1
0.57, 0.43, 0.52, 0.3, 0.5, 0.0, 0.37, 0.11, -1
0.61, 0.53, 0.59, 0.17, 0.5, 0.0, 0.44, 0.28, -1
0.61, 0.48, 0.56, 0.19, 0.5, 0.0, 0.53, 0.31, -1
0.44, 0.56, 0.52, 0.18, 0.5, 0.0, 0.5, 0.11, -1
0.44, 0.36, 0.64, 0.45, 0.5, 0.0, 0.53, 0.11, -1
0.63, 0.64, 0.45, 0.26, 0.5, 0.0, 0.43, 0.22, -1
0.43, 0.33, 0.67, 0.12, 0.5, 0.0, 0.45, 0.23, -1
0.58, 0.44, 0.5, 0.26, 0.5, 0.0, 0.52, 0.22, -1
0.38, 0.43, 0.53, 0.22, 0.5, 0.0, 0.48, 0.11, -1
0.34, 0.34, 0.65, 0.4, 0.5, 0.0, 0.32, 0.16, -1
0.48, 0.46, 0.58, 0.16, 0.5, 0.0, 0.45, 0.22, -1
0.42, 0.49, 0.49, 0.36, 0.5, 0.0, 0.57, 0.26, -1
0.32, 0.44, 0.54, 0.21, 0.5, 0.0, 0.4, 0.19, -1
0.39, 0.65, 0.57, 0.19, 0.5, 0.0, 0.43, 0.25, -1
0.57, 0.48, 0.54, 0.22, 0.5, 0.0, 0.5, 0.11, -1
0.53, 0.57, 0.6, 0.36, 0.5, 0.0, 0.5, 0.22, -1
0.51, 0.4, 0.5, 0.28, 0.5, 0.0, 0.48, 0.27, -1
0.34, 0.25, 0.55, 0.28, 0.5, 0.0, 0.51, 0.49, -1
0.56, 0.42, 0.52, 0.14, 0.5, 0.0, 0.51, 0.22, -1
0.47, 0.58, 0.47, 0.52, 0.5, 0.0, 0.54, 0.22, -1
0.55, 0.52, 0.44, 0.2, 0.5, 0.0, 0.56, 0.22, -1
0.38, 0.4, 0.53, 0.12, 0.5, 0.0, 0.55, 0.22, -1
0.56, 0.49, 0.32, 0.22, 0.5, 0.0, 0.5, 0.22, -1
0.54, 0.44, 0.35, 0.19, 0.5, 0.0, 0.51, 0.27, -1
0.39, 0.71, 0.38, 0.14, 0.5, 0.0, 0.5, 0.22, -1
0.37, 0.42, 0.46, 0.15, 0.5, 0.0, 0.51, 0.31, -1
0.48, 0.51, 0.5, 0.24, 0.5, 0.0, 0.54, 0.38, -1
0.47, 0.37, 0.46, 0.28, 0.5, 0.0, 0.52, 0.99, -1
0.48, 0.5, 0.47, 0.29, 0.5, 0.0, 0.46, 0.27, -1
0.54, 0.59, 0.57, 0.34, 0.5, 0.0, 0.49, 0.22, -1
0.46, 0.56, 0.56, 0.25, 0.5, 0.0, 0.43, 0.22, -1
0.27, 0.41, 0.24, 0.2, 0.5, 0.0, 0.49, 0.22, -1
0.43, 0.47, 0.47, 0.18, 0.5, 0.0, 0.47, 0.22, -1
0.66, 0.43, 0.57, 0.6, 0.5, 0.0, 0.19, 0.33, -1
0.46, 0.5, 0.5, 0.28, 0.5, 0.0, 0.5, 0.37, -1
0.66, 0.65, 0.54, 0.4, 0.5, 0.0, 0.51, 0.22, 1
0.38, 0.58, 0.46, 0.21, 0.5, 0.0, 0.52, 0.22, -1
0.37, 0.48, 0.67, 0.37, 0.5, 0.0, 0.56, 0.62, -1
0.49, 0.6, 0.54, 0.35, 0.5, 0.0, 0.53, 0.46, -1
0.53, 0.25, 0.59, 0.27, 0.5, 0.0, 0.45, 0.26, -1
0.56, 0.52, 0.46, 0.17, 0.5, 0.0, 0.49, 0.73, -1
0.52, 0.56, 0.55, 0.16, 0.5, 0.0, 0.53, 0.39, -1
0.6, 0.46, 0.51, 0.1, 0.5, 0.0, 0.48, 0.31, -1
0.38, 0.51, 0.56, 0.21, 0.5, 0.0, 0.48, 0.31, -1
0.4, 0.65, 0.38, 0.17, 0.5, 0.0, 0.57, 0.22, -1
0.3, 0.45, 0.55, 0.19, 0.5, 0.0, 0.53, 0.4, -1
0.46, 0.61, 0.38, 0.35, 0.5, 0.0, 0.49, 0.22, -1
0.66, 0.65, 0.53, 0.17, 0.5, 0.0, 0.47, 0.66, -1
0.74, 0.82, 0.46, 0.24, 0.5, 0.0, 0.48, 0.22, 1
0.41, 0.35, 0.6, 0.22, 0.5, 0.0, 0.56, 0.79, -1
0.41, 0.49, 0.55, 0.13, 0.5, 0.0, 0.55, 0.22, -1
0.48, 0.17, 0.37, 0.33, 0.5, 0.0, 0.44, 0.36, -1
0.78, 0.73, 0.27, 0.28, 0.5, 0.0, 0.56, 0.22, -1
0.31, 0.51, 0.38, 0.18, 0.5, 0.0, 0.46, 0.31, -1
0.63, 0.64, 0.49, 0.2, 0.5, 0.0, 0.52, 0.25, -1
0.59, 0.48, 0.49, 0.42, 0.5, 0.0, 0.52, 0.22, -1
0.63, 0.43, 0.48, 0.11, 0.5, 0.0, 0.51, 0.22, -1
0.31, 0.31, 0.57, 0.15, 0.5, 0.0, 0.5, 0.22, -1
0.32, 0.32, 0.52, 0.18, 0.5, 0.0, 0.48, 0.34, -1
0.8, 0.83, 0.43, 0.24, 0.5, 0.0, 0.54, 0.22, -1
0.58, 0.55, 0.51, 0.13, 0.5, 0.0, 0.52, 0.22, -1
0.55, 0.69, 0.51, 0.12, 0.5, 0.0, 0.51, 0.22, -1
0.52, 0.49, 0.59, 0.21, 0.5, 0.0, 0.47, 0.22, -1
0.49, 0.5, 0.42, 0.43, 0.5, 0.0, 0.5, 0.36, -1
0.49, 0.46, 0.54, 0.18, 0.5, 0.0, 0.35, 0.22, -1
0.39, 0.45, 0.75, 0.17, 0.5, 0.0, 0.51, 0.22, -1
0.62, 0.6, 0.54, 0.22, 0.5, 0.0, 0.54, 0.27, -1
0.57, 0.36, 0.51, 0.25, 0.5, 0.0, 0.54, 0.25, -1
0.45, 0.76, 0.51, 0.25, 0.5, 0.0, 0.59, 0.22, -1
0.5, 0.5, 0.48, 0.34, 0.5, 0.0, 0.52, 0.27, -1
0.52, 0.5, 0.6, 0.2, 0.5, 0.0, 0.52, 0.22, -1
0.53, 0.42, 0.53, 0.19, 0.5, 0.0, 0.47, 0.22, -1
0.59, 0.46, 0.55, 0.17, 0.5, 0.0, 0.52, 0.25, -1
0.5, 0.43, 0.56, 0.17, 0.5, 0.0, 0.35, 0.22, -1
0.5, 0.44, 0.57, 0.28, 0.5, 0.0, 0.57, 0.22, -1
0.42, 0.51, 0.33, 0.16, 0.5, 0.0, 0.54, 0.22, -1
0.53, 0.44, 0.54, 0.52, 0.5, 0.0, 0.49, 0.38, -1
0.36, 0.51, 0.51, 0.17, 0.5, 0.0, 0.52, 0.22, -1
0.56, 0.68, 0.42, 0.36, 0.5, 0.0, 0.49, 0.22, -1
0.4, 0.45, 0.45, 0.15, 0.5, 0.0, 0.53, 0.48, -1
0.25, 0.41, 0.47, 0.14, 0.5, 0.0, 0.56, 0.68, -1
0.77, 0.7, 0.37, 0.12, 0.5, 0.0, 0.49, 0.26, -1
0.71, 0.51, 0.49, 0.23, 0.5, 0.0, 0.3, 0.32, -1
0.67, 0.61, 0.39, 0.24, 0.5, 0.0, 0.51, 0.22, -1
0.39, 0.56, 0.34, 0.18, 0.5, 0.0, 0.49, 0.22, -1
0.28, 0.48, 0.36, 0.16, 0.5, 0.0, 0.53, 0.22, -1
0.52, 0.65, 0.36, 0.26, 0.5, 0.0, 0.44, 0.22, -1
0.48, 0.58, 0.47, 0.17, 0.5, 0.0, 0.53, 0.74, -1
0.38, 0.37, 0.36, 0.14, 0.5, 0.0, 0.54, 0.22, -1
0.38, 0.56, 0.38, 0.16, 0.5, 0.0, 0.53, 0.22, -1
0.47, 0.4, 0.63, 0.19, 0.5, 0.0, 0.52, 0.32, -1
0.83, 0.94, 0.32, 0.21, 0.5, 0.0, 0.51, 0.22, -1
0.61, 0.76, 0.3, 0.16, 0.5, 0.0, 0.45, 0.41, -1
0.39, 0.33, 0.33, 0.23, 0.5, 0.0, 0.47, 0.22, -1
0.2, 0.6, 0.5, 0.29, 0.5, 0.0, 0.51, 0.22, -1
0.38, 0.44, 0.57, 0.14, 0.5, 0.0, 0.53, 0.52, -1
0.63, 0.71, 0.44, 0.53, 0.5, 0.0, 0.52, 0.22, -1
0.82, 0.63, 0.47, 0.18, 0.5, 0.0, 0.5, 0.22, -1
0.36, 0.48, 0.61, 0.26, 0.5, 0.0, 0.5, 0.16, -1
0.74, 0.75, 0.45, 0.44, 0.5, 0.0, 0.52, 0.22, -1
0.63, 0.57, 0.5, 0.48, 0.5, 0.0, 0.51, 0.22, -1
0.59, 0.67, 0.54, 0.19, 0.5, 0.0, 0.48, 0.6, -1
0.48, 0.61, 0.57, 0.17, 0.5, 0.0, 0.45, 0.22, -1
0.71, 0.5, 0.5, 0.18, 0.5, 0.0, 0.46, 0.22, -1
0.61, 0.48, 0.54, 0.25, 0.5, 0.0, 0.5, 0.22, -1
0.38, 0.4, 0.66, 0.35, 0.5, 0.0, 0.43, 0.11, -1
0.65, 0.54, 0.54, 0.13, 0.5, 0.0, 0.53, 0.22, -1
