Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc, class
0.58, 0.51, 0.49, 0.27, 0.5, 0.0, 0.57, 0.29, -1
0.41, 0.4, 0.59, 0.47, 0.5, 0.0, 0.48, 0.43, -1
0.62, 0.58, 0.46, 0.13, 0.5, 0.0, 0.53, 0.22, -1
0.43, 0.52, 0.53, 0.52, 1.0, 0.0, 0.49, 0.22, -1
0.38, 0.62, 0.52, 0.14, 0.5, 0.0, 0.53, 0.22, -1
0.39, 0.65, 0.57, 0.19, 0.5, 0.0, 0.44, 0.25, -1
0.55, 0.57, 0.51, 0.07, 0.5, 0.0, 0.55, 0.22, -1
0.79, 0.57, 0.41, 0.28, 0.5, 0.0, 0.59, 0.22, 1
0.89, 0.82, 0.6, 0.49, 0.5, 0.0, 0.55, 0.22, 1
0.36, 0.34, 0.46, 0.19, 0.5, 0.0, 0.52, 0.22, 1
0.74, 0.56, 0.35, 0.36, 0.5, 0.0, 0.51, 0.25, 1
0.89, 0.52, 0.41, 0.26, 0.5, 0.0, 0.52, 0.31, 1
0.83, 0.57, 0.42, 0.57, 0.5, 0.0, 0.5, 0.32, 1
0.95, 0.71, 0.27, 0.39, 0.5, 0.0, 0.31, 0.22, 1
0.71, 0.51, 0.49, 0.23, 0.5, 0.0, 0.3, 0.32, 1
0.63, 0.71, 0.44, 0.53, 0.5, 0.0, 0.52, 0.22, 1
0.86, 0.74, 0.51, 0.4, 0.5, 0.0, 0.55, 0.22, 1
