@relation yeast
@attribute mcg real [-5.211, -0.941]
@attribute gvh real [-1.274, 5.074]
@attribute alm real [-2.487, 1.431]
@attribute mit real [-1.409, 2.377]
@attribute erl real [-2.127, 1.831]
@attribute pox real [-0.836, 2.327]
@attribute vac real [-1.537, 1.403]
@attribute nuc real [-1.293, 2.039]
@attribute Class {1, -1}
@inputs mcg, gvh, alm, mit, erl, pox, vac, nuc
@outputs Class
@data
0.54, 0.42, 0.41, 0.16, 0.5, 0.0, 0.52, 0.22, 1
0.92, 0.61, 0.4, 0.22, 0.5, 0.0, 0.54, 0.22, 1
0.81, 0.76, 0.32, 0.37, 0.5, 0.0, 0.51, 0.22, 1
0.76, 0.74, 0.56, 0.34, 0.5, 0.0, 0.51, 0.3, 1
0.58, 0.76, 0.4, 0.37, 0.5, 0.0, 0.54, 0.3, 1
0.66, 0.66, 0.32, 0.54, 0.5, 0.0, 0.51, 0.22, 1
0.78, 0.63, 0.53, 0.13, 0.5, 0.0, 0.54, 0.22, 1
0.97, 0.71, 0.29, 0.42, 0.5, 0.0, 0.35, 0.22, 1
0.37, 0.42, 0.46, 0.15, 0.5, 0.0, 0.51, 0.31, 1
0.83, 0.53, 0.52, 0.2, 0.5, 0.0, 0.48, 0.25, 1
