@relation yeast
@attribute mcg real [-5.211, -0.941]
@attribute gvh real [-1.274, 5.074]
@attribute alm real [-2.487, 1.431]
@attribute mit real [-1.409, 2.377]
@attribute erl real [-2.127, 1.831]
@attribute pox real [-0.836, 2.327]
@attribute vac real [-1.537, 1.403]
@attribute nuc real [-1.293, 2.039]
@attribute Class {1, -1}
@inputs mcg, gvh, alm, mit, erl, pox, vac, nuc
@outputs Class
@data
0.48, 0.23, 0.57, 0.27, 0.5, 0.0, 0.48, 0.47, -1
0.4, 0.44, 0.49, 0.47, 0.5, 0.0, 0.49, 0.27, -1
0.37, 0.46, 0.4, 0.27, 0.5, 0.0, 0.45, 0.22, -1
0.38, 0.37, 0.56, 0.21, 0.5, 0.0, 0.49, 0.22, -1
0.56, 0.52, 0.48, 0.17, 0.5, 0.0, 0.46, 0.22, -1
0.43, 0.42, 0.54, 0.22, 0.5, 0.0, 0.57, 0.33, -1
0.37, 0.34, 0.58, 0.24, 0.5, 0.0, 0.44, 0.18, -1
0.37, 0.22, 0.64, 0.35, 0.5, 0.0, 0.47, 0.22, -1
0.33, 0.38, 0.53, 0.26, 0.5, 0.0, 0.52, 0.27, -1
0.36, 0.44, 0.51, 0.17, 0.5, 0.0, 0.6, 0.19, -1
0.31, 0.42, 0.48, 0.17, 0.5, 0.0, 0.49, 0.53, -1
0.42, 0.28, 0.51, 0.23, 0.5, 0.0, 0.53, 0.27, -1
0.39, 0.44, 0.54, 0.24, 0.5, 0.0, 0.51, 0.49, -1
0.35, 0.29, 0.46, 0.14, 0.5, 0.0, 0.54, 0.66, -1
0.41, 0.47, 0.5, 0.14, 0.5, 0.0, 0.53, 0.37, -1
0.86, 0.68, 0.39, 0.24, 0.5, 0.0, 0.54, 0.22, -1
0.57, 0.59, 0.44, 0.16, 0.5, 0.0, 0.52, 0.22, -1
0.92, 0.61, 0.4, 0.22, 0.5, 0.0, 0.54, 0.22, -1
0.34, 0.38, 0.45, 0.19, 0.5, 0.0, 0.51, 0.22, -1
0.76, 0.74, 0.56, 0.34, 0.5, 0.0, 0.51, 0.3, -1
0.36, 0.34, 0.46, 0.19, 0.5, 0.0, 0.52, 0.22, -1
0.74, 0.56, 0.35, 0.36, 0.5, 0.0, 0.51, 0.25, -1
0.89, 0.52, 0.41, 0.26, 0.5, 0.0, 0.52, 0.31, -1
0.78, 0.63, 0.53, 0.13, 0.5, 0.0, 0.54, 0.22, -1
0.76, 0.67, 0.37, 0.22, 0.5, 0.0, 0.54, 0.22, -1
0.95, 0.71, 0.27, 0.39, 0.5, 0.0, 0.31, 0.22, -1
0.81, 0.55, 0.35, 0.34, 0.5, 0.0, 0.51, 0.22, -1
0.56, 0.49, 0.32, 0.22, 0.5, 0.0, 0.5, 0.22, -1
0.7, 0.57, 0.34, 0.19, 0.5, 0.0, 0.53, 0.27, -1
0.63, 0.71, 0.44, 0.53, 0.5, 0.0, 0.52, 0.22, -1
0.86, 0.74, 0.51, 0.4, 0.5, 0.0, 0.55, 0.22, -1
0.81, 0.9, 0.39, 0.41, 0.5, 0.0, 0.53, 0.22, -1
0.78, 0.48, 0.47, 0.3, 0.5, 0.0, 0.53, 0.47, -1
0.44, 0.59, 0.36, 0.16, 0.5, 0.0, 0.52, 0.22, -1
0.39, 0.42, 0.38, 0.4, 0.5, 0.0, 0.49, 0.47, -1
0.49, 0.4, 0.34, 0.26, 0.5, 0.0, 0.5, 0.22, -1
0.34, 0.4, 0.3, 0.23, 0.5, 0.0, 0.51, 0.22, -1
0.45, 0.57, 0.3, 0.17, 0.5, 0.0, 0.51, 0.22, -1
0.35, 0.53, 0.35, 0.33, 0.5, 0.0, 0.5, 0.32, -1
0.44, 0.41, 0.29, 0.21, 0.5, 0.0, 0.49, 0.22, -1
0.38, 0.45, 0.37, 0.19, 0.5, 0.0, 0.52, 0.3, -1
0.47, 0.61, 0.5, 0.23, 0.5, 0.0, 0.49, 0.22, -1
0.51, 0.51, 0.32, 0.27, 0.5, 0.0, 0.54, 0.22, -1
0.55, 0.72, 0.35, 0.26, 0.5, 0.0, 0.49, 0.22, -1
0.52, 0.55, 0.39, 0.09, 1.0, 0.0, 0.55, 0.25, -1
0.46, 0.48, 0.38, 0.22, 0.5, 0.0, 0.39, 0.45, -1
0.27, 0.41, 0.24, 0.2, 0.5, 0.0, 0.49, 0.22, -1
0.25, 0.42, 0.21, 0.14, 0.5, 0.0, 0.41, 0.22, -1
0.49, 0.31, 0.43, 0.24, 0.5, 0.0, 0.54, 0.22, -1
0.46, 0.59, 0.38, 0.12, 0.5, 0.0, 0.5, 0.22, -1
0.43, 0.6, 0.4, 0.12, 0.5, 0.0, 0.49, 0.29, -1
0.65, 0.62, 0.26, 0.33, 0.5, 0.0, 0.55, 0.22, -1
0.35, 0.32, 0.31, 0.16, 0.5, 0.0, 0.56, 0.22, -1
0.38, 0.37, 0.36, 0.14, 0.5, 0.0, 0.54, 0.22, -1
0.36, 0.49, 0.3, 0.22, 0.5, 0.0, 0.52, 0.31, -1
0.29, 0.43, 0.4, 0.15, 0.5, 0.0, 0.53, 0.22, -1
0.48, 0.43, 0.45, 0.17, 0.5, 0.0, 0.48, 0.37, -1
0.37, 0.4, 0.38, 0.18, 0.5, 0.0, 0.51, 0.22, -1
0.52, 0.5, 0.53, 0.1, 0.5, 0.0, 0.48, 0.22, -1
0.82, 0.63, 0.47, 0.18, 0.5, 0.0, 0.5, 0.22, -1
0.74, 0.57, 0.51, 0.28, 0.5, 0.0, 0.58, 0.22, 1
0.4, 0.36, 0.55, 0.15, 0.5, 0.0, 0.53, 0.22, 1
0.4, 0.39, 0.33, 0.17, 0.5, 0.0, 0.51, 0.31, 1
0.65, 0.58, 0.53, 0.21, 0.5, 0.0, 0.51, 0.22, 1
0.57, 0.54, 0.32, 0.15, 0.5, 0.0, 0.52, 0.25, 1
0.57, 0.47, 0.48, 0.17, 0.5, 0.0, 0.52, 0.26, 1
