@relation yeast
@attribute mcg real [-5.211, -0.941]
@attribute gvh real [-1.274, 5.074]
@attribute alm real [-2.487, 1.431]
@attribute mit real [-1.409, 2.377]
@attribute erl real [-2.127, 1.831]
@attribute pox real [-0.836, 2.327]
@attribute vac real [-1.537, 1.403]
@attribute nuc real [-1.293, 2.039]
@attribute Class {1, -1}
@inputs mcg, gvh, alm, mit, erl, pox, vac, nuc
@outputs Class
@data
0.49, 0.47, 0.52, 0.16, 0.5, 0.0, 0.53, 0.28, -1
0.3, 0.5, 0.47, 0.11, 0.5, 0.0, 0.46, 0.22, -1
0.55, 0.41, 0.56, 0.21, 0.5, 0.0, 0.52, 0.22, -1
0.4, 0.48, 0.5, 0.17, 0.5, 0.0, 0.54, 0.5, -1
0.58, 0.45, 0.48, 0.24, 0.5, 0.0, 0.52, 0.37, -1
0.46, 0.45, 0.56, 0.16, 0.5, 0.0, 0.56, 0.22, -1
0.41, 0.3, 0.49, 0.28, 0.5, 0.0, 0.54, 0.22, -1
0.43, 0.51, 0.6, 0.25, 0.5, 0.0, 0.55, 0.22, -1
0.38, 0.49, 0.54, 1.0, 0.5, 0.0, 0.5, 0.27, -1
0.27, 0.56, 0.56, 0.18, 0.5, 0.0, 0.52, 0.22, -1
0.43, 0.45, 0.54, 0.14, 0.5, 0.0, 0.5, 0.31, -1
0.5, 0.45, 0.48, 0.17, 0.5, 0.0, 0.5, 0.26, -1
0.46, 0.55, 0.61, 0.13, 0.5, 0.0, 0.47, 0.22, -1
0.59, 0.58, 0.39, 0.52, 0.5, 0.0, 0.5, 0.31, -1
0.28, 0.48, 0.56, 0.16, 0.5, 0.0, 0.48, 0.26, -1
0.49, 0.45, 0.46, 0.18, 0.5, 0.0, 0.49, 0.31, -1
0.52, 0.46, 0.51, 0.18, 0.5, 0.0, 0.5, 0.22, -1
0.55, 0.59, 0.52, 0.1, 0.5, 0.0, 0.53, 0.22, -1
0.45, 0.41, 0.49, 0.14, 1.0, 0.0, 0.53, 0.3, -1
0.45, 0.45, 0.52, 0.17, 0.5, 0.0, 0.54, 0.22, -1
0.45, 0.27, 0.5, 0.33, 0.5, 0.0, 0.53, 0.26, -1
0.43, 0.46, 0.5, 0.21, 0.5, 0.0, 0.49, 0.34, -1
0.45, 0.5, 0.57, 0.29, 0.5, 0.0, 0.44, 0.11, -1
0.61, 0.38, 0.57, 0.36, 0.5, 0.0, 0.44, 0.21, -1
0.46, 0.35, 0.69, 0.18, 0.5, 0.0, 0.3, 0.25, -1
0.61, 0.48, 0.56, 0.19, 0.5, 0.0, 0.53, 0.31, -1
0.63, 0.64, 0.45, 0.26, 0.5, 0.0, 0.43, 0.22, -1
0.43, 0.33, 0.67, 0.12, 0.5, 0.0, 0.45, 0.23, -1
0.38, 0.43, 0.53, 0.22, 0.5, 0.0, 0.48, 0.11, -1
0.35, 0.21, 1.0, 0.8, 0.5, 0.0, 0.13, 0.01, -1
0.38, 0.5, 0.52, 0.44, 0.5, 0.0, 0.54, 0.11, -1
0.53, 0.57, 0.6, 0.36, 0.5, 0.0, 0.5, 0.22, -1
0.46, 0.42, 0.51, 0.16, 0.5, 0.0, 0.56, 0.22, -1
0.44, 0.71, 0.5, 0.21, 0.5, 0.0, 0.54, 0.27, -1
0.37, 0.55, 0.52, 0.13, 0.5, 0.0, 0.42, 0.8, -1
0.52, 0.56, 0.55, 0.16, 0.5, 0.0, 0.53, 0.39, -1
0.53, 0.48, 0.51, 0.18, 0.5, 0.0, 0.51, 0.27, -1
0.23, 0.29, 0.46, 0.0, 0.5, 0.0, 0.43, 0.31, -1
0.38, 0.34, 0.55, 0.44, 0.5, 0.0, 0.48, 0.26, -1
0.62, 0.42, 0.47, 0.16, 0.5, 0.0, 0.52, 0.22, -1
0.59, 0.51, 0.47, 0.21, 0.5, 0.0, 0.47, 0.22, -1
0.63, 0.43, 0.48, 0.11, 0.5, 0.0, 0.51, 0.22, -1
0.54, 0.55, 0.55, 0.4, 0.5, 0.0, 0.53, 0.22, -1
0.38, 0.42, 0.5, 0.19, 0.5, 0.0, 0.44, 0.22, -1
0.25, 0.26, 0.53, 0.17, 0.5, 0.0, 0.45, 0.22, -1
0.42, 0.37, 0.54, 0.17, 0.5, 0.0, 0.51, 0.22, -1
0.4, 0.44, 0.5, 0.13, 0.5, 0.0, 0.52, 0.39, -1
0.52, 0.5, 0.6, 0.2, 0.5, 0.0, 0.52, 0.22, -1
0.48, 0.39, 0.56, 0.23, 0.5, 0.0, 0.6, 0.22, -1
0.51, 0.49, 0.48, 0.55, 0.5, 0.0, 0.52, 0.58, -1
0.24, 0.25, 0.57, 0.28, 0.5, 0.0, 0.51, 0.11, -1
0.48, 0.58, 0.47, 0.17, 0.5, 0.0, 0.53, 0.74, -1
0.61, 0.48, 0.54, 0.25, 0.5, 0.0, 0.5, 0.22, -1
0.48, 0.42, 0.52, 0.24, 0.5, 0.0, 0.56, 0.22, -1
0.58, 0.51, 0.49, 0.27, 0.5, 0.0, 0.57, 0.29, -1
0.27, 0.6, 0.48, 0.23, 0.5, 0.0, 0.55, 0.22, -1
0.8, 0.46, 0.5, 0.15, 0.5, 0.0, 0.53, 0.22, -1
0.5, 0.34, 0.62, 0.19, 0.5, 0.0, 0.57, 0.22, -1
0.66, 0.6, 0.52, 0.19, 0.5, 0.0, 0.69, 0.22, -1
0.66, 0.54, 0.53, 0.17, 0.5, 0.0, 0.54, 0.22, -1
0.56, 0.46, 0.51, 0.25, 0.5, 0.0, 0.54, 0.22, -1
0.46, 0.37, 0.48, 0.36, 0.5, 0.0, 0.48, 0.22, -1
0.32, 0.68, 0.51, 0.16, 0.5, 0.83, 0.55, 0.22, -1
0.57, 0.52, 0.46, 0.2, 0.5, 0.83, 0.52, 0.41, -1
0.82, 0.63, 0.47, 0.18, 0.5, 0.0, 0.5, 0.22, -1
0.77, 0.8, 0.51, 0.4, 1.0, 0.0, 0.54, 0.22, -1
0.86, 0.92, 0.5, 0.37, 1.0, 0.0, 0.53, 0.32, -1
0.7, 0.65, 0.54, 0.28, 0.5, 0.0, 0.6, 0.4, 1
0.36, 0.68, 0.38, 0.08, 0.5, 0.0, 0.53, 0.25, 1
0.51, 0.46, 0.49, 0.21, 0.5, 0.0, 0.55, 0.22, 1
0.4, 0.36, 0.55, 0.15, 0.5, 0.0, 0.53, 0.22, 1
0.75, 0.69, 0.48, 0.13, 0.5, 0.0, 0.57, 0.4, 1
0.6, 0.37, 0.52, 0.15, 0.5, 0.0, 0.55, 0.26, 1
