@relation yeast
@attribute mcg real [-5.211, -0.941]
@attribute gvh real [-1.274, 5.074]
@attribute alm real [-2.487, 1.431]
@attribute mit real [-1.409, 2.377]
@attribute erl real [-2.127, 1.831]
@attribute pox real [-0.836, 2.327]
@attribute vac real [-1.537, 1.403]
@attribute nuc real [-1.293, 2.039]
@attribute Class {1, -1}
@inputs mcg, gvh, alm, mit, erl, pox, vac, nuc
@outputs Class
@data
0.58, 0.56, 0.52, 0.25, 0.5, 0.0, 0.57, 0.35, -1
0.48, 0.62, 0.52, 0.3, 0.5, 0.0, 0.51, 0.37, -1
0.88, 0.59, 0.54, 0.39, 0.5, 0.0, 0.41, 0.3, -1
0.7, 0.51, 0.47, 0.24, 0.5, 0.0, 0.53, 0.25, -1
0.58, 0.51, 0.56, 0.16, 0.5, 0.0, 0.34, 0.22, -1
0.39, 0.42, 0.49, 0.1, 0.5, 0.0, 0.49, 0.65, -1
0.64, 0.52, 0.5, 0.26, 0.5, 0.0, 0.51, 0.31, -1
0.37, 0.42, 0.6, 0.13, 0.5, 0.0, 0.51, 0.22, -1
0.53, 0.54, 0.43, 0.18, 0.5, 0.0, 0.53, 0.31, -1
0.4, 0.37, 0.54, 0.13, 0.5, 0.0, 0.48, 0.22, -1
0.36, 0.39, 0.54, 0.16, 0.5, 0.0, 0.5, 0.28, -1
0.5, 0.45, 0.53, 0.21, 0.5, 0.0, 0.28, 0.22, -1
0.33, 0.35, 0.56, 0.19, 0.5, 0.0, 0.5, 0.22, -1
0.33, 0.39, 0.52, 0.09, 0.5, 0.0, 0.47, 0.28, -1
0.68, 0.39, 0.5, 0.15, 0.5, 0.0, 0.48, 0.37, -1
0.37, 0.44, 0.51, 0.56, 0.5, 0.0, 0.5, 0.38, -1
0.33, 0.28, 0.5, 0.4, 0.5, 0.0, 0.46, 0.61, -1
0.51, 0.55, 0.56, 0.18, 0.5, 0.0, 0.5, 0.38, -1
0.43, 0.48, 0.53, 0.18, 0.5, 0.0, 0.46, 0.22, -1
0.47, 0.43, 0.48, 0.16, 0.5, 0.0, 0.46, 0.27, -1
0.45, 0.54, 0.49, 0.29, 0.5, 0.0, 0.49, 0.25, -1
0.55, 0.59, 0.53, 0.15, 0.5, 0.0, 0.49, 0.22, -1
0.41, 0.52, 0.51, 0.22, 0.5, 0.0, 0.52, 0.44, -1
0.58, 0.31, 0.6, 0.12, 0.5, 0.0, 0.47, 0.33, -1
0.4, 0.66, 0.34, 0.21, 0.5, 0.0, 0.52, 0.26, -1
0.37, 0.58, 0.5, 0.22, 0.5, 0.0, 0.47, 0.22, -1
0.56, 0.49, 0.54, 0.15, 0.5, 0.0, 0.5, 0.35, -1
0.34, 0.47, 0.48, 0.32, 0.5, 0.0, 0.42, 0.22, -1
0.5, 0.56, 0.63, 0.25, 0.5, 0.0, 0.42, 0.22, -1
0.37, 0.45, 0.53, 0.14, 0.5, 0.0, 0.49, 0.22, -1
0.29, 0.4, 0.5, 0.16, 0.5, 0.0, 0.51, 0.34, -1
0.41, 0.46, 0.58, 0.08, 0.5, 0.0, 0.51, 0.28, -1
0.46, 0.49, 0.55, 0.18, 0.5, 0.0, 0.56, 0.22, -1
0.49, 0.49, 0.52, 0.18, 0.5, 0.0, 0.51, 0.25, -1
0.45, 0.41, 0.53, 0.49, 0.5, 0.0, 0.49, 0.31, -1
0.57, 0.55, 0.51, 0.18, 0.5, 0.0, 0.51, 0.43, -1
0.44, 0.43, 0.46, 0.28, 0.5, 0.0, 0.45, 0.29, -1
0.46, 0.5, 0.5, 0.28, 0.5, 0.0, 0.5, 0.37, -1
0.25, 0.33, 0.48, 0.18, 0.5, 0.0, 0.42, 0.33, -1
0.38, 0.51, 0.56, 0.21, 0.5, 0.0, 0.48, 0.31, -1
0.41, 0.59, 0.65, 0.14, 0.5, 0.0, 0.49, 0.33, -1
0.47, 0.46, 0.53, 0.12, 0.5, 0.0, 0.51, 0.25, -1
0.49, 0.36, 0.47, 0.28, 0.5, 0.0, 0.56, 0.54, -1
0.32, 0.3, 0.57, 0.38, 0.5, 0.0, 0.5, 0.25, -1
0.25, 0.41, 0.47, 0.14, 0.5, 0.0, 0.56, 0.68, -1
0.36, 0.48, 0.61, 0.26, 0.5, 0.0, 0.5, 0.16, -1
0.25, 0.4, 0.52, 0.15, 0.5, 0.0, 0.56, 0.28, -1
0.47, 0.43, 0.61, 0.4, 0.5, 0.0, 0.48, 0.47, -1
0.4, 0.44, 0.49, 0.47, 0.5, 0.0, 0.49, 0.27, -1
0.37, 0.46, 0.4, 0.27, 0.5, 0.0, 0.45, 0.22, -1
0.41, 0.39, 0.44, 0.34, 0.5, 0.0, 0.48, 0.4, -1
0.35, 0.39, 0.57, 0.11, 0.5, 0.0, 0.48, 0.22, -1
0.54, 0.45, 0.62, 0.13, 0.5, 0.0, 0.52, 0.26, -1
0.36, 0.44, 0.51, 0.17, 0.5, 0.0, 0.6, 0.19, -1
0.5, 0.42, 0.57, 0.49, 0.5, 0.0, 0.48, 0.27, -1
0.47, 0.47, 0.54, 0.19, 0.5, 0.0, 0.51, 0.33, -1
0.47, 0.55, 0.57, 0.17, 0.5, 0.0, 0.52, 0.66, -1
0.43, 0.53, 0.52, 0.13, 0.5, 0.0, 0.55, 0.22, -1
0.57, 0.47, 0.6, 0.18, 0.5, 0.0, 0.51, 0.22, -1
0.38, 0.49, 0.53, 0.19, 0.5, 0.0, 0.5, 0.22, -1
0.34, 0.46, 0.57, 0.09, 0.5, 0.0, 0.55, 0.22, -1
0.4, 0.45, 0.56, 0.2, 0.5, 0.0, 0.45, 0.22, -1
0.64, 0.57, 0.57, 0.27, 0.5, 0.0, 0.37, 0.22, -1
0.47, 0.39, 0.55, 0.24, 0.5, 0.0, 0.47, 0.22, -1
0.65, 0.65, 0.52, 0.16, 0.5, 0.0, 0.6, 0.22, -1
0.5, 0.64, 0.57, 0.15, 0.5, 0.0, 0.47, 0.22, -1
0.39, 0.47, 0.56, 0.16, 0.5, 0.0, 0.47, 0.22, -1
0.39, 0.55, 0.48, 0.31, 0.5, 0.0, 0.54, 0.29, -1
0.44, 0.39, 0.53, 0.14, 0.5, 0.0, 0.54, 0.44, -1
0.39, 0.4, 0.53, 0.67, 0.5, 0.0, 0.47, 0.22, -1
0.48, 0.64, 0.61, 0.23, 0.5, 0.0, 0.6, 0.22, -1
0.37, 0.42, 0.51, 0.11, 0.5, 0.0, 0.57, 0.22, -1
0.53, 0.51, 0.46, 0.28, 0.5, 0.0, 0.48, 0.22, -1
0.2, 0.26, 0.52, 0.14, 0.5, 0.0, 0.53, 0.44, -1
0.32, 0.47, 0.55, 0.12, 0.5, 0.0, 0.52, 0.22, -1
0.35, 0.46, 0.49, 0.15, 1.0, 0.0, 0.55, 0.35, -1
0.43, 0.51, 0.48, 0.14, 0.5, 0.0, 0.5, 0.22, -1
0.56, 0.62, 0.53, 0.24, 0.5, 0.0, 0.57, 0.22, -1
0.47, 0.47, 0.58, 0.16, 0.5, 0.0, 0.49, 0.28, -1
0.41, 0.39, 0.51, 0.52, 0.5, 0.0, 0.49, 0.22, -1
0.62, 0.58, 0.52, 0.15, 0.5, 0.0, 0.52, 0.29, -1
0.32, 0.38, 0.52, 0.2, 0.5, 0.0, 0.52, 0.28, -1
0.52, 0.51, 0.51, 0.12, 0.5, 0.0, 0.51, 0.4, -1
0.48, 0.39, 0.49, 0.18, 0.5, 0.0, 0.51, 0.22, -1
0.58, 0.41, 0.51, 0.26, 0.5, 0.0, 0.51, 0.37, -1
0.53, 0.43, 0.47, 0.15, 0.5, 0.0, 0.58, 0.22, -1
0.44, 0.41, 0.58, 0.2, 0.5, 0.0, 0.57, 0.25, -1
0.51, 0.43, 0.47, 0.19, 0.5, 0.0, 0.52, 0.37, -1
0.29, 0.46, 0.54, 0.27, 0.5, 0.0, 0.49, 0.22, -1
0.43, 0.4, 0.5, 0.18, 0.5, 0.0, 0.5, 0.28, -1
0.49, 0.6, 0.55, 0.17, 0.5, 0.0, 0.44, 0.22, -1
0.47, 0.5, 0.55, 0.19, 0.5, 0.0, 0.62, 0.22, -1
0.29, 0.34, 0.55, 0.24, 0.5, 0.0, 0.51, 0.22, -1
0.51, 0.46, 0.57, 0.25, 0.5, 0.0, 0.53, 0.22, -1
0.46, 0.46, 0.53, 0.23, 0.5, 0.0, 0.51, 0.22, -1
0.52, 0.46, 0.56, 0.2, 0.5, 0.0, 0.5, 0.22, -1
0.51, 0.51, 0.56, 0.28, 0.5, 0.0, 0.54, 0.27, -1
0.46, 0.43, 0.5, 0.24, 0.5, 0.0, 0.48, 0.31, -1
0.4, 0.6, 0.5, 0.16, 0.5, 0.0, 0.51, 0.22, -1
0.64, 0.44, 0.51, 0.35, 0.5, 0.0, 0.53, 0.22, -1
0.45, 0.52, 0.5, 0.12, 0.5, 0.0, 0.6, 0.22, -1
0.38, 0.4, 0.59, 0.25, 0.5, 0.0, 0.44, 0.22, -1
0.39, 0.39, 0.59, 0.25, 0.5, 0.0, 0.45, 0.22, -1
0.61, 0.38, 0.57, 0.36, 0.5, 0.0, 0.44, 0.21, -1
0.37, 0.44, 0.64, 0.48, 0.5, 0.0, 0.36, 0.27, -1
0.44, 0.36, 0.64, 0.45, 0.5, 0.0, 0.53, 0.11, -1
0.46, 0.39, 0.54, 0.22, 0.5, 0.0, 0.48, 0.25, -1
0.51, 0.52, 0.58, 0.17, 0.5, 0.0, 0.47, 0.28, -1
0.37, 0.3, 0.62, 0.43, 0.5, 0.0, 0.44, 0.39, -1
0.37, 0.37, 0.51, 0.38, 0.5, 0.0, 0.44, 0.22, -1
0.59, 0.54, 0.53, 0.14, 0.5, 0.0, 0.48, 0.22, -1
0.38, 0.4, 0.53, 0.12, 0.5, 0.0, 0.55, 0.22, -1
0.44, 0.51, 0.53, 0.3, 0.5, 0.0, 0.53, 0.22, -1
0.54, 0.51, 0.56, 0.15, 0.5, 0.0, 0.54, 0.31, -1
0.41, 0.4, 0.56, 0.17, 0.5, 0.0, 0.56, 0.22, -1
0.48, 0.51, 0.5, 0.24, 0.5, 0.0, 0.54, 0.38, -1
0.39, 0.3, 0.63, 0.2, 0.5, 0.0, 0.43, 0.47, -1
0.42, 0.43, 0.67, 0.7, 0.5, 0.0, 0.42, 0.25, -1
0.56, 0.52, 0.46, 0.17, 0.5, 0.0, 0.49, 0.73, -1
0.53, 0.48, 0.51, 0.18, 0.5, 0.0, 0.52, 0.27, -1
0.39, 0.39, 0.65, 0.16, 0.5, 0.0, 0.45, 0.22, -1
0.51, 0.59, 0.55, 0.21, 0.5, 0.0, 0.52, 0.22, -1
0.63, 0.64, 0.49, 0.2, 0.5, 0.0, 0.52, 0.25, -1
0.48, 0.44, 0.46, 0.37, 0.5, 0.0, 0.46, 0.36, -1
0.39, 0.47, 0.49, 0.2, 0.5, 0.0, 0.53, 0.26, -1
0.59, 0.48, 0.49, 0.42, 0.5, 0.0, 0.52, 0.22, -1
0.61, 0.52, 0.5, 0.44, 0.5, 0.0, 0.53, 0.22, -1
0.42, 0.5, 0.59, 0.17, 0.5, 0.0, 0.51, 0.22, -1
0.28, 0.27, 0.5, 0.14, 0.5, 0.0, 0.5, 0.28, -1
0.41, 0.46, 0.57, 0.25, 0.5, 0.0, 0.57, 0.38, -1
0.33, 0.46, 0.53, 0.12, 0.5, 0.0, 0.5, 0.27, -1
0.45, 0.76, 0.51, 0.25, 0.5, 0.0, 0.59, 0.22, -1
0.79, 0.56, 0.53, 0.19, 0.5, 0.0, 0.47, 0.35, -1
0.53, 0.42, 0.53, 0.19, 0.5, 0.0, 0.47, 0.22, -1
0.59, 0.46, 0.55, 0.17, 0.5, 0.0, 0.52, 0.25, -1
0.19, 0.41, 0.55, 0.13, 0.5, 0.0, 0.52, 0.25, -1
0.42, 0.46, 0.44, 0.17, 0.5, 0.0, 0.51, 0.42, -1
0.25, 0.4, 0.54, 0.16, 0.5, 0.0, 0.43, 0.22, -1
0.53, 0.52, 0.49, 0.27, 0.5, 0.0, 0.51, 0.22, -1
0.47, 0.38, 0.58, 0.19, 0.5, 0.0, 0.57, 0.22, -1
0.6, 0.61, 0.54, 0.11, 0.5, 0.0, 0.46, 0.22, -1
0.38, 0.4, 0.66, 0.35, 0.5, 0.0, 0.43, 0.11, -1
0.36, 0.46, 0.62, 0.46, 0.5, 0.0, 0.51, 0.33, -1
0.62, 0.58, 0.46, 0.13, 0.5, 0.0, 0.53, 0.22, -1
0.31, 0.45, 0.5, 0.17, 0.5, 0.0, 0.49, 0.22, -1
0.38, 0.49, 0.61, 0.13, 0.5, 0.0, 0.54, 0.22, -1
0.38, 0.62, 0.52, 0.14, 0.5, 0.0, 0.53, 0.22, -1
0.61, 0.46, 0.54, 0.11, 0.5, 0.0, 0.47, 0.22, -1
0.41, 0.49, 0.65, 0.28, 0.5, 0.0, 0.59, 0.57, -1
0.3, 0.33, 0.55, 0.12, 0.5, 0.0, 0.53, 0.38, -1
0.55, 0.57, 0.51, 0.07, 0.5, 0.0, 0.55, 0.22, -1
0.54, 0.43, 0.48, 0.27, 0.5, 0.0, 0.44, 0.41, -1
0.44, 0.53, 0.52, 0.23, 0.5, 0.83, 0.51, 0.22, -1
0.5, 0.5, 0.54, 0.16, 0.5, 0.0, 0.49, 0.22, -1
0.85, 0.56, 0.33, 0.38, 1.0, 0.0, 0.55, 0.25, -1
0.42, 0.32, 0.48, 0.16, 0.5, 0.0, 0.55, 0.22, 1
0.46, 0.49, 0.45, 0.28, 0.5, 0.0, 0.55, 0.22, 1
0.36, 0.51, 0.51, 0.17, 0.5, 0.0, 0.52, 0.22, 1
0.68, 0.68, 0.35, 0.16, 0.5, 0.0, 0.62, 0.22, 1
0.64, 0.61, 0.56, 0.15, 0.5, 0.0, 0.54, 0.22, 1
0.48, 0.58, 0.58, 0.12, 0.5, 0.0, 0.49, 0.22, 1
